Appliances,lights,T_in,RH_in,T_out,RH_out,Windspeed
30,0,19,37.59,-1.17E+00,86.66666667,3
40,0,18.92666667,37.59,-1.13E+00,86.33333333,3
40,0,18.89,37.59,-1.10E+00,86,3
50,0,18.89,37.66333333,-1.07E+00,85.66666667,3
50,0,18.89,37.7,-1.03E+00,85.33333333,3
40,0,18.82333333,37.7,-1.00E+00,85,3
50,0,18.79,37.7,-1.05E+00,84.83333333,2.833333333
40,0,18.79,37.7,-1.10E+00,84.66666667,2.666666667
40,0,18.7,37.7,-1.15E+00,84.5,2.5
30,0,18.7,37.76,-1.20E+00,84.33333333,2.333333333
30,10,18.7,37.79,-1.25E+00,84.16666667,2.166666667
20,0,18.7,37.79,-1.30E+00,84,2
30,0,18.66666667,38,-1.22E+00,83.5,2.166666667
70,10,18.6,38.06,-1.13E+00,83,2.333333333
50,0,18.6,38.19333333,-1.05E+00,82.5,2.5
60,10,18.6,38.57,-9.67E-01,82,2.666666667
40,10,18.6,38.9,-8.83E-01,81.5,2.833333333
40,10,18.6,39,-8.00E-01,81,3
40,10,18.6,38.93333333,-6.83E-01,80.5,3.166666667
60,10,18.6,39,-5.67E-01,80,3.333333333
50,20,18.53333333,38.93333333,-4.50E-01,79.5,3.5
30,0,18.5,38.76,-3.33E-01,79,3.666666667
80,0,18.5,38.7,-2.17E-01,78.5,3.833333333
340,0,18.5,38.56,-1.00E-01,78,4
50,0,18.5,38.43333333,-6.67E-02,78.16666667,4
50,0,18.46333333,38.46666667,-3.33E-02,78.33333333,4
60,0,18.39,38.4,0.00E+00,78.5,4
60,0,18.39,38.4,3.33E-02,78.66666667,4
60,0,18.39,38.4,6.67E-02,78.83333333,4
60,0,18.39,38.43333333,1.00E-01,79,4
50,0,18.39,38.5,2.83E-01,78.5,4
60,0,18.29,38.5,4.67E-01,78,4
30,0,18.29,38.5,6.50E-01,77.5,4
30,0,18.35666667,38.53,8.33E-01,77,4
30,0,18.29,38.59,1.02E+00,76.5,4
340,0,18.29,38.59,1.20E+00,76,4
400,0,18.29,38.59,1.45E+00,75.16666667,4.166666667
70,0,18.29,38.66333333,1.70E+00,74.33333333,4.333333333
50,0,18.39,38.79,1.95E+00,73.5,4.5
40,0,18.39,38.79,2.20E+00,72.66666667,4.666666667
40,0,18.39,38.79,2.45E+00,71.83333333,4.833333333
40,0,18.39,38.79,2.70E+00,71,5
40,0,18.39,38.79,2.83E+00,70.83333333,5.166666667
30,0,18.39,38.79,2.97E+00,70.66666667,5.333333333
30,0,18.39,38.79,3.10E+00,70.5,5.5
20,0,18.39,38.79,3.23E+00,70.33333333,5.666666667
30,0,18.39,38.76,3.37E+00,70.16666667,5.833333333
40,0,18.39,38.7,3.50E+00,70,6
50,0,18.42666667,38.73,3.53E+00,69.83333333,6
40,0,18.5,38.79,3.57E+00,69.66666667,6
40,0,18.39,38.7,3.60E+00,69.5,6
50,0,18.39,38.7,3.63E+00,69.33333333,6
50,0,18.5,38.79,3.67E+00,69.16666667,6
40,0,18.42666667,38.73,3.70E+00,69,6
30,0,18.39,38.7,3.70E+00,70.16666667,6
20,0,18.39,38.79,3.70E+00,71.33333333,6
20,0,18.39,38.79,3.70E+00,72.5,6
20,0,18.39,38.79,3.70E+00,73.66666667,6
40,0,18.39,38.79,3.70E+00,74.83333333,6
50,0,18.39,38.79,3.70E+00,76,6
50,0,18.39,38.79,3.58E+00,78,5.833333333
40,0,18.35666667,38.9,3.47E+00,80,5.666666667
40,0,18.29,38.9,3.35E+00,82,5.5
40,0,18.29,39,3.23E+00,84,5.333333333
40,0,18.29,39,3.12E+00,86,5.166666667
40,0,18.29,39.09,3.00E+00,88,5
20,0,18.29,39.16333333,3.00E+00,88.83333333,5.166666667
30,0,18.26,39.16333333,3.00E+00,89.66666667,5.333333333
20,0,18.2,39.16333333,3.00E+00,90.5,5.5
40,0,18.2,39.23,3.00E+00,91.33333333,5.666666667
40,0,18.2,39.29,3.00E+00,92.16666667,5.833333333
40,0,18.2,39.4,3.00E+00,93,6
40,0,18.2,39.46666667,3.03E+00,93.5,6
40,0,18.15,39.545,3.07E+00,94,6
40,0,18.1,39.62666667,3.10E+00,94.5,6
50,0,18.1,39.7,3.13E+00,95,6
50,0,18.1,39.7,3.17E+00,95.5,6
20,0,18.1,39.76,3.20E+00,96,6
20,0,18.1,39.82666667,3.27E+00,95.83333333,6
20,0,18.1,39.9,3.33E+00,95.66666667,6
30,0,18,39.9,3.40E+00,95.5,6
40,0,18,39.96666667,3.47E+00,95.33333333,6
40,0,18,40.03,3.53E+00,95.16666667,6
50,0,18,40.09,3.60E+00,95,6
40,0,18,40.12666667,3.62E+00,95.33333333,6.166666667
50,0,18,40.2,3.63E+00,95.66666667,6.333333333
40,0,18,40.29,3.65E+00,96,6.5
30,0,18,40.29,3.67E+00,96.33333333,6.666666667
20,0,17.89,40.4,3.68E+00,96.66666667,6.833333333
20,0,17.89,40.4,3.70E+00,97,7
20,0,17.89,40.43333333,3.70E+00,97,6.833333333
50,0,17.89,40.5,3.70E+00,97,6.666666667
50,0,17.89,40.5,3.70E+00,97,6.5
40,0,17.82333333,40.46333333,3.70E+00,97,6.333333333
40,0,17.82333333,40.53,3.70E+00,97,6.166666667
40,0,17.79,40.53,3.70E+00,97,6
40,0,17.79,40.59,3.70E+00,97.16666667,5.833333333
40,0,17.79,40.62666667,3.70E+00,97.33333333,5.666666667
30,0,17.79,40.7,3.70E+00,97.5,5.5
20,0,17.79,40.7,3.70E+00,97.66666667,5.333333333
30,0,17.73,40.76,3.70E+00,97.83333333,5.166666667
30,0,17.73,40.79,3.70E+00,98,5
40,0,17.73,40.79,3.77E+00,98.33333333,5
40,0,17.7,40.9,3.83E+00,98.66666667,5
40,0,17.7,40.9,3.90E+00,99,5
40,0,17.7,40.93333333,3.97E+00,99.33333333,5
40,0,17.7,41,4.03E+00,99.66666667,5
50,0,17.7,41,4.10E+00,100,5
40,0,17.7,41.06,4.17E+00,100,5
20,0,17.66666667,41.06,4.23E+00,100,5
20,0,17.6,41.06,4.30E+00,100,5
20,0,17.6,41.145,4.37E+00,100,5
40,0,17.6,41.2,4.43E+00,100,5
40,0,17.6,41.26,4.50E+00,100,5
50,0,17.6,41.29,4.52E+00,100,4.833333333
40,0,17.6,41.29,4.53E+00,100,4.666666667
50,0,17.56666667,41.4,4.55E+00,100,4.5
40,0,17.5,41.46666667,4.57E+00,100,4.333333333
40,0,17.5,41.5,4.58E+00,100,4.166666667
20,0,17.5,41.56,4.60E+00,100,4
20,0,17.5,41.59,4.65E+00,100,3.833333333
20,0,17.5,41.66333333,4.70E+00,100,3.666666667
30,0,17.5,41.73,4.75E+00,100,3.5
50,0,17.5,41.79,4.80E+00,100,3.333333333
50,0,17.5,41.82666667,4.85E+00,100,3.166666667
40,0,17.5,41.9,4.90E+00,100,3
40,0,17.39,41.9,4.93E+00,100,3
40,0,17.39,41.96666667,4.97E+00,100,3
40,0,17.39,42,5.00E+00,100,3
30,0,17.46333333,42.06,5.03E+00,100,3
20,0,17.39,42.09,5.07E+00,100,3
30,0,17.39,42.12666667,5.10E+00,100,3
30,0,17.39,42.2,5.08E+00,99.83333333,3
40,0,17.39,42.26666667,5.07E+00,99.66666667,3
40,0,17.39,42.4,5.05E+00,99.5,3
50,0,17.39,42.43333333,5.03E+00,99.33333333,3
40,0,17.39,42.5,5.02E+00,99.16666667,3
40,0,17.39,42.59,5.00E+00,99,3
30,0,17.39,42.59,5.02E+00,99.16666667,3.166666667
50,0,17.35666667,42.62666667,5.03E+00,99.33333333,3.333333333
20,0,17.29,42.7,5.05E+00,99.5,3.5
20,0,17.29,42.7,5.07E+00,99.66666667,3.666666667
20,0,17.29,42.76,5.08E+00,99.83333333,3.833333333
40,0,17.29,42.79,5.10E+00,100,4
40,0,17.29,42.79,5.23E+00,100,4
50,0,17.29,42.82666667,5.37E+00,100,4
40,0,17.29,42.9,5.50E+00,100,4
40,0,17.29,43,5.63E+00,100,4
50,0,17.29,43.05,5.77E+00,100,4
50,0,17.29,43.2,5.90E+00,100,4
10,0,17.29,43.2,5.90E+00,99.83333333,4
20,0,17.29,43.2,5.90E+00,99.66666667,4
20,0,17.29,43.2,5.90E+00,99.5,4
40,0,17.23,43.2,5.90E+00,99.33333333,4
40,0,17.26,43.26,5.90E+00,99.16666667,4
40,0,17.26,43.26,5.90E+00,99,4
50,0,17.2,43.2,5.85E+00,99,3.833333333
50,0,17.2,43.26,5.80E+00,99,3.666666667
40,0,17.2,43.32666667,5.75E+00,99,3.5
40,0,17.2,43.32666667,5.70E+00,99,3.333333333
20,0,17.2,43.32666667,5.65E+00,99,3.166666667
20,0,17.2,43.32666667,5.60E+00,99,3
40,10,17.2,43.32666667,5.60E+00,99.16666667,3.166666667
120,20,17.2,43.4,5.60E+00,99.33333333,3.333333333
160,10,17.2,43.4,5.60E+00,99.5,3.5
220,20,17.2,43.4,5.60E+00,99.66666667,3.666666667
130,20,17.1,43.4,5.60E+00,99.83333333,3.833333333
210,10,17.1,43.4,5.60E+00,100,4
140,20,17.1,43.4,5.67E+00,99.83333333,3.833333333
130,20,17.1,43.5,5.73E+00,99.66666667,3.666666667
190,10,17.1,43.5,5.80E+00,99.5,3.5
130,10,17.1,43.59,5.87E+00,99.33333333,3.333333333
120,10,17.1,43.66333333,5.93E+00,99.16666667,3.166666667
120,10,17.1,43.7,6.00E+00,99,3
120,10,17.1,43.7,6.05E+00,99.16666667,3.166666667
200,10,17.1,43.7,6.10E+00,99.33333333,3.333333333
120,10,17.1,43.7,6.15E+00,99.5,3.5
110,10,17,43.62666667,6.20E+00,99.66666667,3.666666667
120,10,17,43.7,6.25E+00,99.83333333,3.833333333
130,10,17,43.7,6.30E+00,100,4
130,10,17,43.7,6.38E+00,99.66666667,4.166666667
170,10,17,43.79,6.47E+00,99.33333333,4.333333333
110,10,17,43.79,6.55E+00,99,4.5
140,10,17,43.82666667,6.63E+00,98.66666667,4.666666667
110,10,17,43.9,6.72E+00,98.33333333,4.833333333
120,10,17,43.9,6.80E+00,98,5
110,10,17,43.975,6.85E+00,97.83333333,4.666666667
110,10,17,44,6.90E+00,97.66666667,4.333333333
250,10,17,44.03,6.95E+00,97.5,4
250,10,17,44.09,7.00E+00,97.33333333,3.666666667
100,10,17,44.09,7.05E+00,97.16666667,3.333333333
120,10,17,44.16333333,7.10E+00,97,3
120,10,16.89,44.29,7.15E+00,96.66666667,3.333333333
140,10,16.89,44.36333333,7.20E+00,96.33333333,3.666666667
190,10,16.89,44.43333333,7.25E+00,96,4
150,10,16.89,44.5,7.30E+00,95.66666667,4.333333333
150,10,16.89,44.5,7.35E+00,95.33333333,4.666666667
150,10,16.89,44.56,7.40E+00,95,5
150,10,16.89,44.59,7.42E+00,95,4.833333333
140,10,16.89,44.66333333,7.43E+00,95,4.666666667
130,10,16.89,44.7,7.45E+00,95,4.5
180,10,16.89,44.76,7.47E+00,95,4.333333333
280,10,16.89,44.79,7.48E+00,95,4.166666667
170,10,16.89,44.79,7.50E+00,95,4
130,20,16.82333333,44.82666667,7.35E+00,95.5,4
80,0,16.89,44.925,7.20E+00,96,4
80,10,16.89,45,7.05E+00,96.5,4
70,0,16.89,45.42666667,6.90E+00,97,4
80,10,16.89,45.76,6.75E+00,97.5,4
60,0,16.85666667,45.76,6.60E+00,98,4
40,10,16.85666667,45.76,6.58E+00,98,4
50,0,16.79,45.7,6.57E+00,98,4
70,0,16.79,45.7,6.55E+00,98,4
80,10,16.79,45.66333333,6.53E+00,98,4
120,10,16.79,45.59,6.52E+00,98,4
120,10,16.79,45.52666667,6.50E+00,98,4
420,10,16.79,45.26666667,6.25E+00,97.83333333,3.666666667
410,20,16.79,45.29,6.00E+00,97.66666667,3.333333333
240,10,16.79,45.29,5.75E+00,97.5,3
220,10,16.79,45.16333333,5.50E+00,97.33333333,2.666666667
60,10,16.79,45.09,5.25E+00,97.16666667,2.333333333
70,10,16.82333333,45.36,5.00E+00,97,2
90,0,16.89,45.63333333,5.22E+00,96.83333333,2.166666667
110,10,16.89,45.59,5.43E+00,96.66666667,2.333333333
90,0,16.89,45.7475,5.65E+00,96.5,2.5
100,10,16.96333333,46.13333333,5.87E+00,96.33333333,2.666666667
90,0,17.13333333,46.29,6.08E+00,96.16666667,2.833333333
90,10,17.2,46.23,6.30E+00,96,3
90,10,17.32333333,46.29,6.23E+00,95.16666667,3.166666667
70,20,17.46333333,46.43,6.17E+00,94.33333333,3.333333333
70,0,17.63333333,46.66333333,6.10E+00,93.5,3.5
80,10,17.76,46.33,6.03E+00,92.66666667,3.666666667
100,0,17.92666667,46.02666667,5.97E+00,91.83333333,3.833333333
100,0,18.13333333,45.76666667,5.90E+00,91,4
90,0,18.32333333,45.43,5.90E+00,90.83333333,4.166666667
110,0,18.46333333,45.23,5.90E+00,90.66666667,4.333333333
110,0,18.63333333,44.86333333,5.90E+00,90.5,4.5
110,0,18.7,44.65666667,5.90E+00,90.33333333,4.666666667
110,0,18.89,44.43,5.90E+00,90.16666667,4.833333333
100,0,18.96333333,44.15666667,5.90E+00,90,5
80,0,19.03333333,43.86333333,5.83E+00,90.16666667,5
90,0,19.1,43.73,5.77E+00,90.33333333,5
100,0,19.2,43.46666667,5.70E+00,90.5,5
110,0,19.2675,43.2675,5.63E+00,90.66666667,5
100,0,19.29,43.03,5.57E+00,90.83333333,5
100,0,19.39,42.86333333,5.50E+00,91,5
90,10,19.39,42.73,5.48E+00,91,4.833333333
70,0,19.39,42.43,5.47E+00,91,4.666666667
70,0,19.39,42.23,5.45E+00,91,4.5
60,0,19.39,42.16333333,5.43E+00,91,4.333333333
50,0,19.39,42.09,5.42E+00,91,4.166666667
50,0,19.29,42.06,5.40E+00,91,4
60,0,19.29,42,5.35E+00,91.16666667,4.166666667
80,0,19.26,41.93,5.30E+00,91.33333333,4.333333333
70,0,19.2,41.79,5.25E+00,91.5,4.5
80,0,19.2,41.79,5.20E+00,91.66666667,4.666666667
80,0,19.13333333,41.79,5.15E+00,91.83333333,4.833333333
60,0,19.1,41.82666667,5.10E+00,92,5
40,0,19.03333333,41.82666667,5.13E+00,92,4.833333333
40,0,19,41.79,5.17E+00,92,4.666666667
20,0,18.92666667,41.86333333,5.20E+00,92,4.5
20,0,18.89,41.9,5.23E+00,92,4.333333333
30,0,18.865,41.95,5.27E+00,92,4.166666667
50,0,18.79,41.9,5.30E+00,92,4
40,0,18.76,42,5.30E+00,92,4
50,0,18.7,42.06,5.30E+00,92,4
40,0,18.7,42.09,5.30E+00,92,4
40,0,18.63333333,42.03,5.30E+00,92,4
40,0,18.6,42.09,5.30E+00,92,4
50,0,18.6,42.09,5.30E+00,92,4
30,0,18.5,42.2,5.32E+00,92,4
30,0,18.5,42.26,5.33E+00,92,4
20,0,18.46333333,42.29,5.35E+00,92,4
20,0,18.39,42.29,5.37E+00,92,4
40,0,18.39,42.32666667,5.38E+00,92,4
40,0,18.32333333,42.4,5.40E+00,92,4
50,0,18.29,42.4,5.47E+00,91.83333333,4
40,0,18.23,42.32666667,5.53E+00,91.66666667,4
50,0,18.26,42.4,5.60E+00,91.5,4
50,0,18.2,42.4,5.67E+00,91.33333333,4
40,0,18.2,42.43333333,5.73E+00,91.16666667,4
20,0,18.125,42.5675,5.80E+00,91,4
30,0,18.1,42.66333333,5.85E+00,91,4
20,0,18.1,42.7,5.90E+00,91,4
30,0,18.03333333,42.62666667,5.95E+00,91,4
40,0,18,42.7,6.00E+00,91,4
50,0,18,42.7,6.05E+00,91,4
50,0,17.92666667,42.73,6.10E+00,91,4
40,0,17.92666667,42.79,6.22E+00,90.33333333,4.333333333
40,0,17.89,42.79,6.33E+00,89.66666667,4.666666667
40,0,17.89,42.86333333,6.45E+00,89,5
40,0,17.79,42.79,6.57E+00,88.33333333,5.333333333
30,0,17.79,42.79,6.68E+00,87.66666667,5.666666667
20,0,17.79,42.79,6.80E+00,87,6
30,0,17.79,42.86333333,6.67E+00,88,6.166666667
30,0,17.76,42.82666667,6.53E+00,89,6.333333333
40,0,17.7,42.9,6.40E+00,90,6.5
40,0,17.7,42.93333333,6.27E+00,91,6.666666667
50,0,17.7,43,6.13E+00,92,6.833333333
40,0,17.7,43,6.00E+00,93,7
40,0,17.625,43,6.02E+00,93.5,7
40,0,17.66666667,43.06,6.03E+00,94,7
50,0,17.6,43,6.05E+00,94.5,7
40,0,17.6,43,6.07E+00,95,7
220,10,17.6,43.19333333,6.08E+00,95.5,7
360,0,17.6,43.46666667,6.10E+00,96,7
360,30,17.6,43.62666667,6.18E+00,95.83333333,6.666666667
590,20,17.6,43.76,6.27E+00,95.66666667,6.333333333
850,20,17.6,44.16666667,6.35E+00,95.5,6
690,10,17.66666667,44.69333333,6.43E+00,95.33333333,5.666666667
800,10,17.79,45.49,6.52E+00,95.16666667,5.333333333
710,20,17.85666667,46.69666667,6.60E+00,95,5
680,20,18.03333333,46.66333333,6.58E+00,94.83333333,5.166666667
290,10,18.1,46.53,6.57E+00,94.66666667,5.333333333
190,20,18.2,46.09666667,6.55E+00,94.5,5.5
120,10,18.26,46.29,6.53E+00,94.33333333,5.666666667
140,20,18.32333333,46.26,6.52E+00,94.16666667,5.833333333
260,20,18.39,46.12666667,6.50E+00,94,6
310,20,18.39,46,6.50E+00,94.66666667,5.833333333
230,40,18.4725,45.745,6.50E+00,95.33333333,5.666666667
180,30,18.56666667,45.26666667,6.50E+00,96,5.5
320,40,18.63333333,45,6.50E+00,96.66666667,5.333333333
620,40,18.76,45,6.50E+00,97.33333333,5.166666667
620,30,18.89,44.83333333,6.50E+00,98,5
530,40,18.96333333,44.56666667,6.52E+00,98.16666667,5
180,30,19.1,44.72333333,6.53E+00,98.33333333,5
180,40,19.16666667,44.66333333,6.55E+00,98.5,5
120,30,19.2,44.82666667,6.57E+00,98.66666667,5
140,30,19.26,44.96666667,6.58E+00,98.83333333,5
100,30,19.32333333,44.86333333,6.60E+00,99,5
120,30,19.39,44.79,6.67E+00,99,4.833333333
100,40,19.53333333,44.72333333,6.73E+00,99,4.666666667
130,30,19.66666667,44.53,6.80E+00,99,4.5
270,30,19.73,44.26,6.87E+00,99,4.333333333
520,30,19.85666667,44.26,6.93E+00,99,4.166666667
580,20,20,45.56666667,7.00E+00,99,4
520,20,20.06666667,48.96666667,7.07E+00,99,4
350,10,20.13333333,47.99333333,7.13E+00,99,4
340,10,20.26,47.4,7.20E+00,99,4
330,10,20.34,46.395,7.27E+00,99,4
290,10,20.42666667,45.93,7.33E+00,99,4
300,20,20.5,45.73,7.40E+00,99,4
280,30,20.63333333,45.43333333,7.48E+00,98.66666667,4
220,40,20.76,45.43333333,7.57E+00,98.33333333,4
90,30,20.92666667,45.22333333,7.65E+00,98,4
90,20,21.06666667,45.16333333,7.73E+00,97.66666667,4
100,20,21.2,45.16333333,7.82E+00,97.33333333,4
90,20,21.26,45.09,7.90E+00,97,4
80,10,21.32333333,45.22333333,7.88E+00,97,4.166666667
80,10,21.39,45.03,7.87E+00,97,4.333333333
80,0,21.39,45.06666667,7.85E+00,97,4.5
90,10,21.39,45.12666667,7.83E+00,97,4.666666667
90,10,21.5,45.13333333,7.82E+00,97,4.833333333
90,0,21.5,45.06,7.80E+00,97,5
80,10,21.42666667,44.96333333,7.82E+00,96.83333333,5
70,0,21.42666667,45.03,7.83E+00,96.66666667,5
50,10,21.5,45.03,7.85E+00,96.5,5
60,0,21.5,45.03,7.87E+00,96.33333333,5
40,0,21.6,45.03,7.88E+00,96.16666667,5
60,10,21.6,45.1175,7.90E+00,96,5
60,10,21.6,45.12666667,7.92E+00,96,4.833333333
140,20,21.66666667,45.33333333,7.93E+00,96,4.666666667
80,10,21.6,44.52666667,7.95E+00,96,4.5
70,10,21.6,44.13333333,7.97E+00,96,4.333333333
60,10,21.6,43.86,7.98E+00,96,4.166666667
70,10,21.63333333,43.7,8.00E+00,96,4
60,0,21.7,43.7,7.98E+00,96,3.833333333
70,0,21.7,43.56,7.97E+00,96,3.666666667
70,10,21.7,43.43333333,7.95E+00,96,3.5
70,0,21.7,43.29,7.93E+00,96,3.333333333
60,10,21.7,43.23,7.92E+00,96,3.166666667
40,10,21.7,43.2,7.90E+00,96,3
40,10,21.7,43.26,7.92E+00,95.83333333,3
60,30,21.73,43.16333333,7.93E+00,95.66666667,3
350,20,21.79,43.03,7.95E+00,95.5,3
410,30,21.89,42.76,7.97E+00,95.33333333,3
80,30,21.96333333,42.56666667,7.98E+00,95.16666667,3
100,30,22,42.36333333,8.00E+00,95,3
80,10,22.075,42.195,8.02E+00,95,3.166666667
270,10,22.1,42.03,8.03E+00,95,3.333333333
280,0,22.1,41.9,8.05E+00,95,3.5
90,0,22.1,41.9,8.07E+00,95,3.666666667
90,0,22.13333333,41.9,8.08E+00,95,3.833333333
90,0,22.2,41.9,8.10E+00,95,4
90,0,22.2,41.79,8.10E+00,95,4
80,0,22.2,41.79,8.10E+00,95,4
70,0,22.16666667,41.82666667,8.10E+00,95,4
70,10,22.1,41.9,8.10E+00,95,4
90,0,22.06666667,41.86333333,8.10E+00,95,4
100,10,22,41.79,8.10E+00,95,4
90,20,22,41.79,8.07E+00,95,3.833333333
280,0,21.92666667,41.79,8.03E+00,95,3.666666667
390,10,21.89,41.73,8.00E+00,95,3.5
150,0,21.82333333,41.73,7.97E+00,95,3.333333333
50,0,21.76,41.82666667,7.93E+00,95,3.166666667
50,0,21.7,42.1,7.90E+00,95,3
40,0,21.66666667,42.26,7.92E+00,95,2.833333333
50,0,21.66666667,42.26,7.93E+00,95,2.666666667
30,0,21.55,42.29,7.95E+00,95,2.5
20,0,21.5,42.32666667,7.97E+00,95,2.333333333
40,0,21.5,42.4,7.98E+00,95,2.166666667
50,0,21.46333333,42.36333333,8.00E+00,95,2
50,0,21.39,42.29,8.02E+00,94.83333333,2
50,0,21.35666667,42.29,8.03E+00,94.66666667,2
40,0,21.29,42.36333333,8.05E+00,94.5,2
50,0,21.29,42.4,8.07E+00,94.33333333,2
50,0,21.23,42.4,8.08E+00,94.16666667,2
50,0,21.2,42.4,8.10E+00,94,2
50,0,21.2,42.4,8.10E+00,94,2
60,0,21.16666667,42.4,8.10E+00,94,2
50,0,21.1,42.46666667,8.10E+00,94,2
40,0,21.06666667,42.46666667,8.10E+00,94,2
40,0,21,42.4,8.10E+00,94,2
20,0,21,42.4,8.10E+00,94,2
30,0,21,42.4,8.12E+00,94,2.333333333
40,0,21,42.5,8.13E+00,94,2.666666667
50,0,20.92666667,42.5,8.15E+00,94,3
50,0,20.85666667,42.5,8.17E+00,94,3.333333333
60,0,20.79,42.5,8.18E+00,94,3.666666667
40,0,20.79,42.5,8.20E+00,94,4
50,0,20.76,42.53,8.23E+00,94,3.833333333
50,0,20.7,42.59,8.27E+00,94,3.666666667
40,0,20.7,42.59,8.30E+00,94,3.5
50,0,20.7,42.66333333,8.33E+00,94,3.333333333
60,0,20.66666667,42.66333333,8.37E+00,94,3.166666667
50,0,20.6,42.59,8.40E+00,94,3
60,0,20.6,42.7,8.25E+00,94.5,3
30,0,20.6,42.7,8.10E+00,95,3
30,0,20.56666667,42.7,7.95E+00,95.5,3
20,0,20.5,42.7,7.80E+00,96,3
40,0,20.5,42.79,7.65E+00,96.5,3
50,0,20.5,42.79,7.50E+00,97,3
50,0,20.39,42.79,7.43E+00,96.66666667,3
60,0,20.39,42.79,7.37E+00,96.33333333,3
50,0,20.35666667,42.79,7.30E+00,96,3
40,0,20.29,42.79,7.23E+00,95.66666667,3
50,0,20.29,42.82666667,7.17E+00,95.33333333,3
40,20,20.29,42.9,7.10E+00,95,3
50,0,20.29,43.145,7.00E+00,95,3
40,0,20.2,43.32666667,6.90E+00,95,3
50,0,20.2,43.46666667,6.80E+00,95,3
60,0,20.2,43.53,6.70E+00,95,3
30,0,20.13333333,43.59,6.60E+00,95,3
20,0,20.1,43.62666667,6.50E+00,95,3
30,0,20.1,43.7,6.55E+00,95,3
50,0,20.06666667,43.7,6.60E+00,95,3
50,0,20,43.7,6.65E+00,95,3
40,0,20,43.7,6.70E+00,95,3
60,0,20,43.7,6.75E+00,95,3
50,0,20,43.7,6.80E+00,95,3
50,0,20,43.76,6.88E+00,94.66666667,3
50,0,19.96333333,43.79,6.97E+00,94.33333333,3
50,0,19.89,43.79,7.05E+00,94,3
40,0,19.89,43.9,7.13E+00,93.66666667,3
50,0,19.89,43.9,7.22E+00,93.33333333,3
50,0,19.85666667,43.9,7.30E+00,93,3
20,0,19.85666667,43.9,7.57E+00,91.66666667,3
40,0,19.79,43.9,7.83E+00,90.33333333,3
30,0,19.79,43.9,8.10E+00,89,3
50,0,19.79,43.96666667,8.37E+00,87.66666667,3
40,0,19.79,44,8.63E+00,86.33333333,3
50,0,19.79,44,8.90E+00,85,3
50,0,19.73,44,9.18E+00,82.16666667,3.166666667
40,0,19.79,44.06,9.47E+00,79.33333333,3.333333333
50,0,19.79,44.09,9.75E+00,76.5,3.5
50,0,19.79,44.16333333,1.00E+01,73.66666667,3.666666667
60,0,19.79,44.2,1.03E+01,70.83333333,3.833333333
50,0,19.85666667,44.33333333,1.06E+01,68,4
50,0,19.89,44.26,1.09E+01,66,4
40,0,19.96333333,44.2,1.11E+01,64,4
40,0,20,44.16333333,1.14E+01,62,4
30,0,20.06666667,44.09,1.16E+01,60,4
20,0,20.1,44,1.19E+01,58,4
40,0,20.1,44,1.21E+01,56,4
50,0,20.1,43.9,1.21E+01,56.66666667,4.333333333
60,0,20.1,43.9,1.21E+01,57.33333333,4.666666667
40,0,20.15,43.79,1.21E+01,58,5
50,0,20.2,43.76,1.20E+01,58.66666667,5.333333333
50,0,20.2,43.7,1.20E+01,59.33333333,5.666666667
40,0,20.29,43.66333333,1.20E+01,60,6
50,0,20.29,43.59,1.21E+01,59.33333333,5.833333333
60,0,20.29,43.59,1.22E+01,58.66666667,5.666666667
50,0,20.29,43.59,1.24E+01,58,5.5
60,0,20.29,43.59,1.25E+01,57.33333333,5.333333333
40,0,20.35666667,43.53,1.26E+01,56.66666667,5.166666667
50,0,20.39,43.5,1.27E+01,56,5
30,0,20.39,43.43333333,1.28E+01,55.83333333,5
30,0,20.42666667,43.4,1.28E+01,55.66666667,5
20,0,20.5,43.32666667,1.29E+01,55.5,5
40,0,20.6,43.2,1.30E+01,55.33333333,5
60,0,20.66666667,43.2,1.30E+01,55.16666667,5
50,0,20.7,43.2,1.31E+01,55,5
50,0,20.76,43.2,1.30E+01,56,5
50,0,20.82333333,43.23,1.29E+01,57,5
40,0,20.89,43.29,1.28E+01,58,5
50,0,20.92666667,43.2,1.27E+01,59,5
50,0,21,43.2,1.26E+01,60,5
40,0,21,43.12666667,1.25E+01,61,5
60,0,21,43.09,1.22E+01,62.33333333,5.166666667
50,0,21,43.09,1.19E+01,63.66666667,5.333333333
50,0,21,43.09,1.16E+01,65,5.5
50,0,21,43.09,1.12E+01,66.33333333,5.666666667
50,0,21,43.09,1.09E+01,67.66666667,5.833333333
30,0,21,43.16333333,1.06E+01,69,6
30,0,20.89,43.16333333,1.05E+01,69.66666667,5.833333333
30,0,20.89,43.09,1.04E+01,70.33333333,5.666666667
40,0,20.89,43.09,1.04E+01,71,5.5
60,0,20.82333333,43.09,1.03E+01,71.66666667,5.333333333
50,0,20.79,43.09,1.02E+01,72.33333333,5.166666667
50,0,20.79,43.09,1.01E+01,73,5
40,0,20.7,43.09,1.01E+01,73.33333333,4.833333333
50,0,20.7,43.16333333,1.00E+01,73.66666667,4.666666667
40,0,20.7,43.2,9.95E+00,74,4.5
50,0,20.63333333,43.12666667,9.90E+00,74.33333333,4.333333333
50,0,20.6,43.09,9.85E+00,74.66666667,4.166666667
50,0,20.6,43.1175,9.80E+00,75,4
60,0,20.53333333,43.2,9.75E+00,75.5,4
